Local_ID,Grade_Level,Raw_Eth_Race,Num_Eth_Race,Eth_W,Eth_H,Eth_B,Eth_O,Economic_Disadvantage,English_Learner,Special_Ed,Gifted_Talented,Number_Discipline_Incidents,YN_Discipline,Num_Gender,Num_Campus_Name,CheetoMS1,PizzaMS2,TunaMS3,MustardMS4,WatermelonMS5,Math_Avg,ELA_Avg,Math_Pass,ELA_Pass
2758,6,W,1,1,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,1,68.5,75.5,0,1
2759,6,W,1,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,93,97,1,1
2760,6,W,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,88,91.5,1,1
2761,6,A,4,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,1,78.5,93,1,1
2762,6,W,1,1,0,0,0,1,0,0,1,0,0,1,5,0,0,0,0,1,87.5,90,1,1
2763,6,H,2,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,83.5,90,1,1
2764,6,W,1,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,85,90,1,1
2765,8,W,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,80.5,75.5,1,1
2766,6,W,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,85.5,90.5,1,1
2767,7,W,1,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,87,78,1,1
2768,7,T,5,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,86.5,83,1,1
2769,8,W,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,79.5,82,1,1
2770,7,W,1,1,0,0,0,0,0,0,1,0,0,1,4,0,0,0,1,0,92,92,1,1
2771,7,H,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,76.5,74.5,1,1
2772,6,W,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,86.5,85.5,1,1
2773,6,W,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,95.5,92.5,1,1
2774,6,W,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,95,95,1,1
2775,6,H,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,79,80,1,1
2776,6,B,3,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,1,80,89.5,1,1
2777,6,W,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,88.5,93,1,1
2778,6,W,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,89.5,94.5,1,1
2779,8,W,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,98,97.5,1,1
2780,6,H,2,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,82.5,90.5,1,1
2781,6,W,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,79,81.5,1,1
2782,6,B,3,0,0,1,0,0,0,0,1,0,0,1,5,0,0,0,0,1,88.5,94,1,1
2783,6,B,3,0,0,1,0,1,0,1,0,0,0,1,3,0,0,1,0,0,82,80.5,1,1
2784,6,W,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,87.5,80.5,1,1
2785,6,W,1,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,80,84,1,1
2786,7,W,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,96,89,1,1
2787,6,W,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,75.5,80.5,1,1
2788,6,W,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,86,85.5,1,1
2789,6,H,2,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,73,85,1,1
2790,6,W,1,1,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,1,91.5,93.5,1,1
2791,6,W,1,1,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,1,94.5,92.5,1,1
2792,6,H,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,82,81.5,1,1
2793,6,W,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,92.5,91,1,1
2794,6,W,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,81,89.5,1,1
2795,6,T,5,0,0,0,1,0,0,0,1,0,0,1,2,0,1,0,0,0,96,98,1,1
2796,6,W,1,1,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,1,82.5,88.5,1,1
2797,6,W,1,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,80,81.5,1,1
2798,6,W,1,1,0,0,0,1,0,0,1,0,0,1,5,0,0,0,0,1,72,84.5,1,1
2799,8,H,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,75,78.5,1,1
2800,7,H,2,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,83.5,82,1,1
2801,7,W,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,90.5,82,1,1
2802,6,W,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,76.5,80,1,1
2803,6,W,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,72,75.5,1,1
2804,6,W,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,90.5,87,1,1
2805,6,W,1,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,63,71.5,0,1
2806,6,B,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,76.5,84,1,1
2807,6,W,1,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,74,87.5,1,1
2808,6,W,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,83.5,86.5,1,1
2809,7,W,1,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,86.5,80,1,1
2810,6,W,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,85.5,84,1,1
2811,6,W,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,90,89,1,1
2812,6,W,1,1,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,1,94,94,1,1
2813,6,W,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,83,84.5,1,1
2814,6,W,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,75,89.5,1,1
2815,6,W,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,90,85.5,1,1
2816,6,A,4,0,0,0,1,0,0,0,1,0,0,0,3,0,0,1,0,0,87,80,1,1
2817,6,B,3,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0,72.5,87,1,1
2818,6,W,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,88,87,1,1
2819,6,H,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,83.5,87.5,1,1
2820,6,T,5,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,0,84,91.5,1,1
2821,6,W,1,1,0,0,0,1,0,0,1,0,0,1,3,0,0,1,0,0,96.5,96,1,1
2822,6,B,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,90,92.5,1,1
2823,6,A,4,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,0,88.5,94,1,1
2824,6,H,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,90,86,1,1
2825,8,W,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,79.5,82,1,1
2826,7,H,2,0,1,0,0,1,0,0,0,0,0,1,3,0,0,1,0,0,87.5,87.5,1,1
2827,8,W,1,1,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0,0,75,78,1,1
2828,7,W,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,90,89,1,1
2829,8,W,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,81,86,1,1
2830,8,W,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,80,75.5,1,1
2831,7,W,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,86,86.5,1,1
2832,6,B,3,0,0,1,0,1,0,0,0,0,0,1,3,0,0,1,0,0,81,89,1,1
2833,7,W,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,84,86,1,1
2834,7,B,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,90,89,1,1
2835,7,W,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,98,93,1,1
2836,7,W,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,86.5,73,1,1
2837,7,B,3,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,99,92.5,1,1
2838,6,W,1,1,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,1,88.5,87,1,1
2839,6,W,1,1,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,1,71.5,85.5,1,1
2840,6,A,4,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,1,0,76.5,86,1,1
2841,6,B,3,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,73,85,1,1
2842,7,H,2,0,1,0,0,1,1,0,0,0,0,1,2,0,1,0,0,0,90,84.5,1,1
2843,7,H,2,0,1,0,0,1,1,1,0,0,0,0,5,0,0,0,0,1,82,72.5,1,1
2844,7,B,3,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0,75,78.5,1,1
2845,8,W,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,79.5,78,1,1
2846,6,H,2,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,88,85.5,1,1
2847,7,H,2,0,1,0,0,1,1,0,0,0,0,1,4,0,0,0,1,0,77,82.5,1,1
2848,6,H,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,79.5,84,1,1
2849,8,T,5,0,0,0,1,1,0,0,0,0,0,1,2,0,1,0,0,0,92.5,88.5,1,1
2850,6,W,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,82.5,90,1,1
2851,8,W,1,1,0,0,0,0,0,0,1,0,0,1,4,0,0,0,1,0,92,89,1,1
2852,7,W,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,89.5,82.5,1,1
2853,6,W,1,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,91,93,1,1
2854,7,H,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,85,84.5,1,1
2855,7,H,2,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,81.5,77,1,1
2856,7,W,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,80,72.5,1,1
2857,8,W,1,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,59.5,41.5,0,0
2858,6,W,1,1,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,1,74,71,1,1
2859,8,H,2,0,1,0,0,0,0,0,1,0,0,1,4,0,0,0,1,0,97.5,93.5,1,1
2860,8,W,1,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,89.5,89.5,1,1
2861,7,W,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,80,80,1,1
2862,6,B,3,0,0,1,0,1,0,0,0,0,0,1,5,0,0,0,0,1,76,85,1,1
2863,7,A,4,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,89.5,81,1,1
2864,6,W,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,89,89.5,1,1
2865,6,W,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,82,86,1,1
2866,6,W,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,70.5,76.5,1,1
2867,6,W,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,90,85.5,1,1
2868,6,W,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,78.5,82.5,1,1
2869,6,W,1,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,81,83.5,1,1
2870,6,W,1,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,89.5,96.5,1,1
2871,7,W,1,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,85,80.5,1,1
2872,6,W,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,90.5,93.5,1,1
2873,6,W,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,90,87,1,1
2874,6,W,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,87,95.5,1,1
2875,6,B,3,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,82.5,77,1,1
2876,6,W,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,81.5,73.5,1,1
2877,7,W,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,94.5,94.5,1,1
2878,8,W,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,70,69,1,0
2879,8,B,3,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,1,71,68,1,0
2880,6,W,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,76,86,1,1
2881,7,W,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,83.5,74.5,1,1
2882,8,H,2,0,1,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,92,76,1,1
2883,6,W,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,86,91,1,1
2884,6,W,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,82.5,90,1,1
2885,7,W,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,78,83,1,1
2886,6,W,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,89.5,94.5,1,1
2887,6,W,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,74,82,1,1
2888,6,W,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,72,81.5,1,1
2889,8,W,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,75,82.5,1,1
2890,6,W,1,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,80.5,81,1,1
2891,6,W,1,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,74,83,1,1
2892,8,W,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,76.5,83,1,1
2893,7,W,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,82.5,89.5,1,1
2894,7,B,3,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0,92.5,90.5,1,1
2895,7,H,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,88.5,86,1,1
2896,7,H,2,0,1,0,0,1,0,1,0,0,0,1,5,0,0,0,0,1,86,75,1,1
2897,7,W,1,1,0,0,0,1,0,1,0,0,0,1,5,0,0,0,0,1,78,79.5,1,1
2898,7,W,1,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,85,86,1,1
2899,6,H,2,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,85.5,83.5,1,1
2900,8,H,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,81,78,1,1
2901,7,W,1,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,94.5,90.5,1,1
2902,8,W,1,1,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,0,84.5,85,1,1
2903,8,W,1,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,89.5,89,1,1
2904,7,W,1,1,0,0,0,0,0,0,1,0,0,1,4,0,0,0,1,0,81,76.5,1,1
2905,7,W,1,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,91,92,1,1
2906,8,W,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,84,93.5,1,1
2907,6,W,1,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,87,93,1,1
2908,8,W,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,90,88,1,1
2909,7,W,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,86,89.5,1,1
2910,8,A,4,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,80,87.5,1,1
2911,7,W,1,1,0,0,0,0,0,0,1,0,0,1,4,0,0,0,1,0,86.5,92,1,1
2912,6,W,1,1,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,1,88,92.5,1,1
2913,6,H,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,65.5,84.5,0,1
2914,6,H,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,88,82.5,1,1
2915,7,H,2,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,76.5,60.5,1,0
2916,6,W,1,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,87.5,87.5,1,1
2917,7,W,1,1,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,91,90,1,1
2918,8,H,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,81,87,1,1
2919,7,W,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,73,70,1,1
2920,7,W,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,80.5,73.5,1,1
2921,8,W,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,94.5,92,1,1
2922,8,W,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,86.5,94,1,1
2923,7,W,1,1,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,0,94.5,94,1,1
2924,8,W,1,1,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,0,70.5,81,1,1
2925,6,W,1,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,76.5,92,1,1
2926,8,T,5,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,83,83,1,1
2927,8,A,4,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,89,82,1,1
2928,6,W,1,1,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,1,97,98,1,1
2929,6,B,3,0,0,1,0,1,0,0,1,0,0,1,2,0,1,0,0,0,95,94.5,1,1
2930,6,W,1,1,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,96,95,1,1
2931,6,A,4,0,0,0,1,0,0,0,1,0,0,1,4,0,0,0,1,0,97.5,95,1,1
2932,6,A,4,0,0,0,1,0,0,0,1,0,0,1,4,0,0,0,1,0,93,92,1,1
2933,7,T,5,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,93,88,1,1
2934,6,W,1,1,0,0,0,0,0,0,1,0,0,1,4,0,0,0,1,0,89.5,86,1,1
2935,7,W,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,96.5,91.5,1,1
2936,8,W,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,91.5,92,1,1
2937,7,W,1,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,73,75,1,1
2938,7,A,4,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,0,89.5,86,1,1
2939,6,W,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,75.5,82.5,1,1
2940,6,W,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,88.5,94,1,1
2941,7,W,1,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,91,90,1,1
2942,7,W,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,75.5,75.5,1,1
2943,8,W,1,1,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,1,82,87,1,1
2944,7,W,1,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,80.5,77,1,1
2945,6,W,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,88,88,1,1
2946,6,H,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,93.5,96.5,1,1
2947,7,W,1,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,79,89,1,1
2948,6,W,1,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,85.5,89,1,1
2949,6,W,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,88,89.5,1,1
2950,6,W,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,93.5,91.5,1,1
2951,6,W,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,85.5,78.5,1,1
2952,7,W,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,91.5,89.5,1,1
2953,8,W,1,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,97.5,95.5,1,1
2954,6,W,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,76.5,83.5,1,1
2955,6,W,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,93.5,96,1,1
2956,8,W,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,93,87,1,1
2957,8,B,3,0,0,1,0,1,0,0,0,0,0,0,3,0,0,1,0,0,70.5,69.5,1,0
2958,8,W,1,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,84,83.5,1,1
2959,6,W,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,83,80,1,1
2960,6,W,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,81,89.5,1,1
2961,7,W,1,1,0,0,0,0,0,0,1,0,0,1,4,0,0,0,1,0,98,95,1,1
2962,7,W,1,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,94.5,91.5,1,1
2963,7,W,1,1,0,0,0,0,0,0,1,0,0,1,4,0,0,0,1,0,95,90.5,1,1
2964,6,H,2,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,74,90,1,1
2965,6,W,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,89.5,93,1,1
2966,6,B,3,0,0,1,0,0,0,0,1,0,0,1,2,0,1,0,0,0,88.5,94.5,1,1
2967,7,W,1,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,86.5,85.5,1,1
2968,6,A,4,0,0,0,1,0,0,0,1,0,0,0,3,0,0,1,0,0,92,90.5,1,1
2969,6,W,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,74,89.5,1,1
2970,7,W,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,83.5,83.5,1,1
2971,6,W,1,1,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,93.5,94,1,1
2972,6,W,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,67.5,90,0,1
2973,6,W,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,96.5,94.5,1,1
2974,6,A,4,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,1,70.5,83,1,1
2975,6,W,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,76.5,79.5,1,1
2976,7,W,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,82.5,85.5,1,1
2977,7,A,4,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,92.5,83.5,1,1
2978,8,W,1,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,95,97,1,1
2979,7,H,2,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,70,70,1,1
2980,7,A,4,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,80.5,78,1,1
2981,6,H,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,81,86,1,1
2982,6,W,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,84,87.5,1,1
2983,6,H,2,0,1,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,91,92,1,1
2984,7,H,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,97,88.5,1,1
2985,7,A,4,0,0,0,1,0,0,0,1,0,0,1,3,0,0,1,0,0,93.5,91.5,1,1
2986,7,W,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,86.5,86,1,1
2987,7,H,2,0,1,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,82.5,82.5,1,1
2988,7,W,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,92,88.5,1,1
2989,8,W,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,86.5,91.5,1,1
2990,6,W,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,78.5,81,1,1
2991,8,W,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,83,91,1,1
2992,8,H,2,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,93,92,1,1
2993,8,H,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,67,77.5,0,1
2994,6,W,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,81.5,88,1,1
2995,6,W,1,1,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,88,90,1,1
2996,8,W,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,77,82.5,1,1
2997,7,H,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,89,86.5,1,1
2998,8,W,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,75.5,82,1,1
2999,6,W,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,90,89,1,1
3000,7,T,5,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,1,0,89.5,88,1,1
3001,6,H,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,74.5,78.5,1,1
3002,8,W,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,91.5,86,1,1
3003,8,W,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,78.5,90,1,1
3004,8,W,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,70,90,1,1
3005,6,W,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,90.5,91.5,1,1
3006,6,H,2,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,75.5,69,1,0
3007,6,H,2,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,91,92.5,1,1
3008,6,W,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,75.5,84.5,1,1
3009,6,W,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,95.5,93.5,1,1
3010,7,W,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,89,74.5,1,1
3011,6,W,1,1,0,0,0,0,0,0,1,0,0,1,4,0,0,0,1,0,86.5,88,1,1
3012,7,W,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,88.5,87.5,1,1
3013,7,H,2,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,89.5,87.5,1,1
3014,8,H,2,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,94,93.5,1,1
3015,7,W,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,78.5,79,1,1
3016,7,W,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,94.5,90.5,1,1
3017,8,W,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,81.5,79,1,1
