Local_ID,Grade_Level,Raw_Eth_Race,Num_Eth_Race,Eth_W,Eth_H,Eth_B,Eth_O,Economic_Disadvantage,English_Learner,Special_Ed,Gifted_Talented,Number_Discipline_Incidents,YN_Discipline,Num_Gender,Num_Campus_Name,CheetoMS1,PizzaMS2,TunaMS3,MustardMS4,WatermelonMS5,Math_Avg,ELA_Avg,Math_Pass,ELA_Pass
1,8,T,5,0,0,0,1,1,0,1,0,1,1,0,5,0,0,0,0,1,71.5,69.5,1,0
2,8,H,2,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,70,75.5,1,1
3,8,W,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,87,82,1,1
4,8,H,2,0,1,0,0,0,0,1,0,3,1,0,1,1,0,0,0,0,69.5,70.5,0,1
5,8,W,1,1,0,0,0,1,0,0,1,3,1,0,1,1,0,0,0,0,70,72.5,1,1
6,8,B,3,0,0,1,0,1,0,0,0,1,1,0,5,0,0,0,0,1,79,72.5,1,1
7,8,W,1,1,0,0,0,1,0,1,0,2,1,1,1,1,0,0,0,0,81.5,76,1,1
8,8,H,2,0,1,0,0,1,1,0,0,1,1,0,4,0,0,0,1,0,70,69,1,0
9,8,W,1,1,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,73.5,73,1,1
10,8,H,2,0,1,0,0,1,1,0,0,1,1,1,4,0,0,0,1,0,50.5,73,0,1
11,8,H,2,0,1,0,0,1,0,0,0,2,1,1,4,0,0,0,1,0,64,83,0,1
12,8,H,2,0,1,0,0,1,1,1,0,1,1,0,4,0,0,0,1,0,79,76.5,1,1
13,8,W,1,1,0,0,0,0,0,1,0,5,1,1,4,0,0,0,1,0,64,79.5,0,1
14,8,H,2,0,1,0,0,0,0,0,0,3,1,1,4,0,0,0,1,0,50,68.5,0,0
15,8,B,3,0,0,1,0,0,0,1,0,3,1,0,4,0,0,0,1,0,74.5,76,1,1
16,8,H,2,0,1,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,79,81.5,1,1
17,8,W,1,1,0,0,0,1,0,1,0,6,1,1,2,0,1,0,0,0,76.5,79,1,1
18,8,H,2,0,1,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,85.5,82.5,1,1
19,8,H,2,0,1,0,0,1,0,1,0,1,1,0,2,0,1,0,0,0,72,71.5,1,1
20,6,A,4,0,0,0,1,0,0,1,0,2,1,0,4,0,0,0,1,0,72,76.5,1,1
21,8,H,2,0,1,0,0,1,1,0,0,1,1,1,2,0,1,0,0,0,70,78.5,1,1
22,8,H,2,0,1,0,0,1,0,1,0,12,1,0,2,0,1,0,0,0,78,76.5,1,1
23,6,H,2,0,1,0,0,1,0,1,0,10,1,0,2,0,1,0,0,0,77.5,81,1,1
24,7,T,5,0,0,0,1,1,0,0,0,6,1,1,2,0,1,0,0,0,78,77.5,1,1
25,8,W,1,1,0,0,0,0,0,1,0,1,1,0,3,0,0,1,0,0,75,74.5,1,1
26,8,W,1,1,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,85.5,86.5,1,1
27,8,W,1,1,0,0,0,0,0,1,0,1,1,0,3,0,0,1,0,0,73,83,1,1
28,8,B,3,0,0,1,0,1,0,0,0,2,1,1,4,0,0,0,1,0,56.5,84.5,0,1
29,8,W,1,1,0,0,0,0,0,0,0,5,1,0,3,0,0,1,0,0,54,68.5,0,0
30,8,W,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,70.5,77,1,1
31,8,T,5,0,0,0,1,0,0,0,0,1,1,0,5,0,0,0,0,1,98,88.5,1,1
32,8,W,1,1,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,1,77,79,1,1
33,8,W,1,1,0,0,0,0,0,0,0,3,1,0,5,0,0,0,0,1,70,78,1,1
34,8,H,2,0,1,0,0,0,0,0,0,1,1,0,5,0,0,0,0,1,76,74.5,1,1
35,8,W,1,1,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,65,80,0,1
36,8,W,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,87,86,1,1
37,8,I,6,0,0,0,1,0,0,0,0,1,1,0,3,0,0,1,0,0,78.5,71.5,1,1
38,8,W,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,77.5,79.5,1,1
39,8,W,1,1,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,75,81.5,1,1
40,8,W,1,1,0,0,0,0,0,1,0,3,1,1,1,1,0,0,0,0,88.5,76,1,1
41,8,W,1,1,0,0,0,0,0,0,0,4,1,0,4,0,0,0,1,0,74,84,1,1
42,8,W,1,1,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,50,72,0,1
43,8,W,1,1,0,0,0,0,0,0,0,1,1,1,3,0,0,1,0,0,75.5,73,1,1
44,8,W,1,1,0,0,0,0,0,0,0,3,1,0,2,0,1,0,0,0,82.5,90,1,1
45,8,W,1,1,0,0,0,0,0,0,0,1,1,1,3,0,0,1,0,0,77,88.5,1,1
46,8,T,5,0,0,0,1,0,0,0,1,2,1,0,3,0,0,1,0,0,78.5,78.5,1,1
47,8,H,2,0,1,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,79.5,86.5,1,1
48,7,H,2,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,90.5,89.5,1,1
49,8,H,2,0,1,0,0,0,0,1,0,1,1,0,5,0,0,0,0,1,65.5,55.5,0,0
50,8,H,2,0,1,0,0,0,0,1,0,3,1,0,5,0,0,0,0,1,66,63,0,0
51,7,W,1,1,0,0,0,1,0,0,0,1,1,0,3,0,0,1,0,0,78.5,73.5,1,1
52,8,W,1,1,0,0,0,0,0,0,0,5,1,1,2,0,1,0,0,0,62,67.5,0,0
53,8,W,1,1,0,0,0,1,0,0,0,2,1,0,2,0,1,0,0,0,72,83.5,1,1
54,8,W,1,1,0,0,0,0,0,0,0,3,1,0,2,0,1,0,0,0,75,77,1,1
55,8,W,1,1,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,76,79,1,1
56,8,W,1,1,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,65,78,0,1
57,8,W,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,80,85.5,1,1
58,7,W,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,84,75.5,1,1
59,7,W,1,1,0,0,0,1,0,0,0,2,1,0,1,1,0,0,0,0,87,82.5,1,1
60,7,B,3,0,0,1,0,0,1,0,0,1,1,0,2,0,1,0,0,0,84,77,1,1
61,7,A,4,0,0,0,1,0,0,1,0,2,1,0,3,0,0,1,0,0,76.5,81.5,1,1
62,8,W,1,1,0,0,0,0,0,0,0,1,1,1,5,0,0,0,0,1,77.5,74.5,1,1
63,8,W,1,1,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,68,79,0,1
64,6,W,1,1,0,0,0,1,0,1,0,3,1,0,2,0,1,0,0,0,61.5,70.5,0,1
65,8,W,1,1,0,0,0,0,0,1,0,2,1,0,4,0,0,0,1,0,66.5,76,0,1
66,8,W,1,1,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,73,77,1,1
67,7,H,2,0,1,0,0,1,1,0,0,10,1,0,2,0,1,0,0,0,71.5,59.5,1,0
68,8,H,2,0,1,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,95.5,94.5,1,1
69,8,W,1,1,0,0,0,0,0,0,1,1,1,0,3,0,0,1,0,0,72,80.5,1,1
70,8,H,2,0,1,0,0,0,0,1,0,1,1,0,3,0,0,1,0,0,73,82.5,1,1
71,7,H,2,0,1,0,0,1,1,0,0,3,1,0,2,0,1,0,0,0,75.5,63,1,0
72,7,W,1,1,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,1,78.5,76.5,1,1
73,8,W,1,1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,58.5,71,0,1
74,8,W,1,1,0,0,0,0,0,0,0,1,1,1,4,0,0,0,1,0,92.5,89,1,1
75,8,W,1,1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,68.5,77.5,0,1
76,8,W,1,1,0,0,0,0,0,0,0,3,1,0,4,0,0,0,1,0,74.5,85,1,1
77,8,W,1,1,0,0,0,1,0,0,0,2,1,0,4,0,0,0,1,0,91.5,86,1,1
78,8,W,1,1,0,0,0,0,0,0,0,2,1,0,4,0,0,0,1,0,68.5,82,0,1
79,7,W,1,1,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,81,76.5,1,1
80,8,T,5,0,0,0,1,1,0,0,0,1,1,0,2,0,1,0,0,0,70,75.5,1,1
81,7,W,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,73.5,68,1,0
82,8,W,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,76.5,83,1,1
83,7,W,1,1,0,0,0,1,0,0,0,2,1,0,1,1,0,0,0,0,72,72.5,1,1
84,8,W,1,1,0,0,0,0,0,1,0,1,1,0,5,0,0,0,0,1,72,72,1,1
85,8,W,1,1,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,79.5,75,1,1
86,8,W,1,1,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,84,72.5,1,1
87,8,B,3,0,0,1,0,1,0,1,0,1,1,0,2,0,1,0,0,0,69.5,80.5,0,1
88,8,W,1,1,0,0,0,1,0,0,0,4,1,1,2,0,1,0,0,0,61,62.5,0,0
89,8,W,1,1,0,0,0,1,0,0,0,1,1,0,3,0,0,1,0,0,74.5,79.5,1,1
90,8,W,1,1,0,0,0,1,0,0,0,3,1,0,2,0,1,0,0,0,76,67,1,0
91,8,W,1,1,0,0,0,1,0,1,0,8,1,1,2,0,1,0,0,0,66,72,0,1
92,8,W,1,1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,71.5,80,1,1
93,8,W,1,1,0,0,0,0,0,1,0,2,1,1,4,0,0,0,1,0,59,81,0,1
94,7,H,2,0,1,0,0,0,1,1,0,1,1,0,2,0,1,0,0,0,68.5,72.5,0,1
95,7,A,4,0,0,0,1,0,0,0,0,1,1,0,3,0,0,1,0,0,83.5,79.5,1,1
96,8,H,2,0,1,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,78.5,79,1,1
97,8,W,1,1,0,0,0,1,0,0,0,1,1,0,5,0,0,0,0,1,78,77,1,1
98,8,W,1,1,0,0,0,0,0,0,1,1,1,0,4,0,0,0,1,0,87,84,1,1
99,8,W,1,1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,89,81.5,1,1
100,8,W,1,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,88.5,81,1,1
101,8,W,1,1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,88,89,1,1
102,7,W,1,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,75.5,66,1,0
103,8,W,1,1,0,0,0,0,0,1,0,1,1,0,3,0,0,1,0,0,78.5,81.5,1,1
104,7,H,2,0,1,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,70.5,60,1,0
105,7,H,2,0,1,0,0,1,0,0,0,1,1,0,4,0,0,0,1,0,79,82.5,1,1
106,7,W,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,71,67.5,1,0
107,7,H,2,0,1,0,0,1,0,0,0,10,1,0,2,0,1,0,0,0,70,56,1,0
108,7,H,2,0,1,0,0,1,0,0,0,1,1,0,4,0,0,0,1,0,75,84.5,1,1
109,8,W,1,1,0,0,0,1,0,0,0,4,1,0,2,0,1,0,0,0,74.5,70,1,1
110,7,H,2,0,1,0,0,1,0,1,0,2,1,0,1,1,0,0,0,0,74,72.5,1,1
111,7,H,2,0,1,0,0,0,0,1,0,1,1,0,3,0,0,1,0,0,78,79,1,1
112,7,H,2,0,1,0,0,1,0,1,0,5,1,0,3,0,0,1,0,0,80.5,82.5,1,1
113,8,W,1,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,93,88.5,1,1
114,7,B,3,0,0,1,0,0,0,0,0,1,1,0,3,0,0,1,0,0,79,74.5,1,1
115,8,H,2,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,81.5,72,1,1
116,7,W,1,1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,79,75.5,1,1
117,7,W,1,1,0,0,0,0,0,0,1,1,1,0,3,0,0,1,0,0,73,75,1,1
118,7,W,1,1,0,0,0,0,0,1,0,1,1,0,5,0,0,0,0,1,71,72,1,1
119,7,W,1,1,0,0,0,0,0,0,0,4,1,0,3,0,0,1,0,0,75,73,1,1
120,7,W,1,1,0,0,0,1,0,1,0,1,1,0,3,0,0,1,0,0,84.5,82,1,1
121,7,T,5,0,0,0,1,1,0,0,0,1,1,1,3,0,0,1,0,0,78.5,75.5,1,1
122,7,W,1,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,94,89,1,1
123,7,W,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,94.5,87,1,1
124,7,W,1,1,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,72.5,73,1,1
125,7,W,1,1,0,0,0,0,0,1,0,1,1,1,5,0,0,0,0,1,70,71,1,1
126,7,W,1,1,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,1,82,79.5,1,1
127,7,W,1,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,83,81,1,1
128,7,W,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,84,69.5,1,0
129,7,W,1,1,0,0,0,1,0,0,0,1,1,0,4,0,0,0,1,0,76,73.5,1,1
130,7,H,2,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,89,82,1,1
131,7,T,5,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,78.5,84.5,1,1
132,7,W,1,1,0,0,0,0,0,0,0,3,1,0,2,0,1,0,0,0,67.5,72.5,0,1
133,7,H,2,0,1,0,0,0,0,0,0,5,1,0,1,1,0,0,0,0,81.5,80.5,1,1
134,7,W,1,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,73,72.5,1,1
135,7,W,1,1,0,0,0,0,0,0,0,1,1,1,5,0,0,0,0,1,84.5,84.5,1,1
136,7,W,1,1,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,1,72.5,74.5,1,1
137,7,H,2,0,1,0,0,0,0,0,0,1,1,0,5,0,0,0,0,1,76,78,1,1
138,6,H,2,0,1,0,0,1,0,1,0,1,1,1,2,0,1,0,0,0,76.5,80.5,1,1
139,7,W,1,1,0,0,0,0,0,0,0,2,1,1,5,0,0,0,0,1,88.5,78,1,1
140,7,H,2,0,1,0,0,1,0,0,1,2,1,0,5,0,0,0,0,1,88.5,76,1,1
141,7,B,3,0,0,1,0,1,0,1,0,1,1,0,3,0,0,1,0,0,86.5,83.5,1,1
142,8,W,1,1,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,76.5,74,1,1
143,7,W,1,1,0,0,0,0,0,1,1,2,1,0,2,0,1,0,0,0,81,88.5,1,1
144,7,W,1,1,0,0,0,1,0,0,0,2,1,1,1,1,0,0,0,0,83.5,82.5,1,1
145,7,W,1,1,0,0,0,0,0,0,0,13,1,0,2,0,1,0,0,0,59,64,0,0
146,8,W,1,1,0,0,0,1,0,0,0,8,1,1,5,0,0,0,0,1,40.5,48.5,0,0
147,8,W,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,76,86,1,1
148,8,H,2,0,1,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,84,92,1,1
149,7,H,2,0,1,0,0,0,0,0,1,1,1,0,4,0,0,0,1,0,92,89.5,1,1
150,6,H,2,0,1,0,0,0,1,0,0,2,1,0,1,1,0,0,0,0,72.5,67.5,1,0
151,7,W,1,1,0,0,0,0,0,0,0,2,1,0,5,0,0,0,0,1,81.5,74.5,1,1
152,7,W,1,1,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,1,75.5,75.5,1,1
153,7,W,1,1,0,0,0,0,0,1,1,4,1,0,4,0,0,0,1,0,83,72.5,1,1
154,7,W,1,1,0,0,0,0,0,0,0,2,1,0,5,0,0,0,0,1,70,69.5,1,0
155,7,W,1,1,0,0,0,0,0,0,1,1,1,0,2,0,1,0,0,0,80,76.5,1,1
156,8,W,1,1,0,0,0,1,0,0,0,2,1,1,5,0,0,0,0,1,74.5,76.5,1,1
157,8,W,1,1,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,1,83,71,1,1
158,6,H,2,0,1,0,0,1,1,0,0,2,1,0,1,1,0,0,0,0,77,82,1,1
159,6,H,2,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,78.5,76.5,1,1
160,8,W,1,1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,81,81,1,1
161,7,B,3,0,0,1,0,1,0,0,0,1,1,1,3,0,0,1,0,0,86,82.5,1,1
162,7,W,1,1,0,0,0,0,0,1,1,1,1,0,2,0,1,0,0,0,85.5,84,1,1
163,7,W,1,1,0,0,0,0,0,1,1,1,1,0,4,0,0,0,1,0,88.5,82.5,1,1
164,7,W,1,1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,80,79.5,1,1
165,7,W,1,1,0,0,0,0,0,0,1,1,1,0,3,0,0,1,0,0,89.5,84.5,1,1
166,7,W,1,1,0,0,0,0,0,0,1,6,1,0,3,0,0,1,0,0,90.5,77.5,1,1
167,6,W,1,1,0,0,0,1,0,0,0,2,1,0,1,1,0,0,0,0,81,81,1,1
168,7,W,1,1,0,0,0,0,0,0,0,1,1,1,3,0,0,1,0,0,96.5,88,1,1
169,7,H,2,0,1,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,70.5,76,1,1
170,6,W,1,1,0,0,0,1,0,1,0,1,1,1,2,0,1,0,0,0,76,82.5,1,1
171,6,H,2,0,1,0,0,0,0,0,1,1,1,0,5,0,0,0,0,1,75,85,1,1
172,7,W,1,1,0,0,0,0,0,1,0,2,1,0,2,0,1,0,0,0,85,81.5,1,1
173,7,W,1,1,0,0,0,0,0,1,0,6,1,0,2,0,1,0,0,0,69.5,62,0,0
174,8,W,1,1,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,73,79,1,1
175,7,H,2,0,1,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,76.5,80.5,1,1
176,7,W,1,1,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,81.5,72.5,1,1
177,7,W,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,71,71.5,1,1
178,8,W,1,1,0,0,0,0,0,0,0,6,1,0,4,0,0,0,1,0,75,77.5,1,1
179,7,W,1,1,0,0,0,0,0,1,0,1,1,0,4,0,0,0,1,0,92.5,92.5,1,1
180,7,B,3,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,69,74,0,1
181,7,W,1,1,0,0,0,0,0,0,0,1,1,1,4,0,0,0,1,0,80,83,1,1
182,7,W,1,1,0,0,0,0,0,1,0,1,1,0,3,0,0,1,0,0,71.5,73,1,1
183,7,W,1,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,81,90.5,1,1
184,6,H,2,0,1,0,0,0,1,1,0,1,1,0,2,0,1,0,0,0,71,71,1,1
185,8,A,4,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,77,74.5,1,1
186,6,A,4,0,0,0,1,0,0,0,0,1,1,0,4,0,0,0,1,0,86.5,85.5,1,1
187,7,W,1,1,0,0,0,0,0,0,0,4,1,0,2,0,1,0,0,0,72.5,78.5,1,1
188,7,W,1,1,0,0,0,0,0,1,0,7,1,1,2,0,1,0,0,0,76,83.5,1,1
189,7,W,1,1,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,86,79.5,1,1
190,7,W,1,1,0,0,0,0,0,0,0,2,1,0,3,0,0,1,0,0,80.5,71.5,1,1
191,6,T,5,0,0,0,1,0,0,1,0,3,1,0,3,0,0,1,0,0,82.5,76.5,1,1
192,8,W,1,1,0,0,0,1,0,1,0,2,1,1,2,0,1,0,0,0,68.5,73.5,0,1
193,7,W,1,1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,72.5,83,1,1
194,7,T,5,0,0,0,1,1,0,0,0,1,1,0,3,0,0,1,0,0,79.5,80.5,1,1
195,7,W,1,1,0,0,0,1,0,1,0,2,1,0,2,0,1,0,0,0,78.5,66,1,0
196,6,W,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,71,77.5,1,1
197,7,W,1,1,0,0,0,0,0,0,0,3,1,0,2,0,1,0,0,0,73,77.5,1,1
198,7,B,3,0,0,1,0,1,0,0,0,5,1,1,3,0,0,1,0,0,75.5,84,1,1
199,6,W,1,1,0,0,0,1,0,0,0,10,1,0,1,1,0,0,0,0,72.5,72.5,1,1
200,8,W,1,1,0,0,0,0,0,0,0,1,1,1,5,0,0,0,0,1,63.5,60,0,0
201,6,W,1,1,0,0,0,1,0,0,0,3,1,0,4,0,0,0,1,0,67.5,70.5,0,1
202,8,W,1,1,0,0,0,0,0,0,0,1,1,1,3,0,0,1,0,0,75,85.5,1,1
203,6,W,1,1,0,0,0,0,0,0,0,6,1,1,2,0,1,0,0,0,69.5,71,0,1
204,6,B,3,0,0,1,0,0,0,1,0,1,1,1,5,0,0,0,0,1,76.5,84.5,1,1
205,6,W,1,1,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,88,83.5,1,1
206,8,H,2,0,1,0,0,1,0,1,0,2,1,0,1,1,0,0,0,0,74,81,1,1
207,8,W,1,1,0,0,0,1,0,0,0,1,1,0,5,0,0,0,0,1,87,80,1,1
208,8,H,2,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,76.5,86,1,1
209,6,B,3,0,0,1,0,1,0,0,0,2,1,0,3,0,0,1,0,0,85,89.5,1,1
210,7,W,1,1,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,1,72,69.5,1,0
211,7,W,1,1,0,0,0,1,0,1,0,5,1,1,2,0,1,0,0,0,77,67.5,1,0
212,6,W,1,1,0,0,0,1,0,1,0,5,1,1,2,0,1,0,0,0,80.5,86,1,1
213,7,W,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,74.5,73,1,1
214,7,W,1,1,0,0,0,0,0,0,0,6,1,0,3,0,0,1,0,0,78,66.5,1,0
215,6,W,1,1,0,0,0,0,0,1,0,1,1,1,5,0,0,0,0,1,78,85,1,1
216,6,W,1,1,0,0,0,0,0,0,1,1,1,0,5,0,0,0,0,1,84,91,1,1
217,6,H,2,0,1,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,71.5,70.5,1,1
218,6,W,1,1,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,90,93,1,1
219,6,W,1,1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,76.5,82.5,1,1
220,6,H,2,0,1,0,0,0,0,0,1,1,1,0,3,0,0,1,0,0,92,91.5,1,1
221,6,W,1,1,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,97,96,1,1
222,6,W,1,1,0,0,0,0,0,0,0,1,1,1,3,0,0,1,0,0,74.5,79,1,1
223,6,W,1,1,0,0,0,0,0,0,0,14,1,0,2,0,1,0,0,0,71,76,1,1
224,6,W,1,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,84,85,1,1
225,6,H,2,0,1,0,0,1,0,0,0,1,1,0,4,0,0,0,1,0,78.5,83,1,1
226,8,W,1,1,0,0,0,0,0,0,0,2,1,0,4,0,0,0,1,0,97.5,88.5,1,1
227,6,W,1,1,0,0,0,0,0,0,0,7,1,0,4,0,0,0,1,0,77,86,1,1
228,6,W,1,1,0,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,77,79,1,1
229,6,T,5,0,0,0,1,0,0,0,0,8,1,0,2,0,1,0,0,0,62.5,60,0,0
230,6,H,2,0,1,0,0,1,0,1,0,10,1,1,2,0,1,0,0,0,77.5,87.5,1,1
231,6,W,1,1,0,0,0,0,0,0,0,2,1,1,2,0,1,0,0,0,70,76,1,1
232,8,W,1,1,0,0,0,0,0,1,0,2,1,0,1,1,0,0,0,0,79.5,80,1,1
233,6,H,2,0,1,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,80,89,1,1
234,6,I,6,0,0,0,1,0,0,0,0,2,1,0,3,0,0,1,0,0,72.5,75,1,1
235,7,W,1,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,77,80,1,1
236,8,H,2,0,1,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,86.5,84,1,1
237,6,W,1,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,79.5,78,1,1
238,6,W,1,1,0,0,0,0,0,0,0,3,1,1,4,0,0,0,1,0,73,88.5,1,1
239,6,W,1,1,0,0,0,1,0,0,0,1,1,0,4,0,0,0,1,0,69,83,0,1
240,6,W,1,1,0,0,0,1,0,0,0,1,1,1,2,0,1,0,0,0,80,83,1,1
241,8,B,3,0,0,1,0,1,0,0,0,1,1,0,3,0,0,1,0,0,71.5,70,1,1
242,6,W,1,1,0,0,0,0,0,0,1,2,1,0,3,0,0,1,0,0,85.5,76.5,1,1
243,6,B,3,0,0,1,0,0,0,0,0,2,1,0,3,0,0,1,0,0,82.5,82.5,1,1
244,6,W,1,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,70,82,1,1
245,6,H,2,0,1,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,89,82,1,1
246,8,W,1,1,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,66.5,74,0,1
247,6,W,1,1,0,0,0,0,0,0,0,2,1,0,5,0,0,0,0,1,80,88,1,1
248,8,W,1,1,0,0,0,1,0,1,0,2,1,0,1,1,0,0,0,0,73.5,71.5,1,1
249,6,H,2,0,1,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,84,84,1,1
250,6,T,5,0,0,0,1,0,0,0,0,2,1,0,1,1,0,0,0,0,75.5,80.5,1,1
251,6,W,1,1,0,0,0,1,0,1,0,2,1,0,2,0,1,0,0,0,82.5,80.5,1,1
252,6,W,1,1,0,0,0,0,0,0,0,2,1,0,4,0,0,0,1,0,81,83,1,1
253,6,H,2,0,1,0,0,0,0,0,0,1,1,1,3,0,0,1,0,0,87.5,91,1,1
254,6,W,1,1,0,0,0,1,0,0,1,2,1,0,4,0,0,0,1,0,74.5,79,1,1
255,6,H,2,0,1,0,0,0,0,0,0,1,1,1,5,0,0,0,0,1,70,81.5,1,1
256,6,W,1,1,0,0,0,0,0,1,0,1,1,0,3,0,0,1,0,0,75,79.5,1,1
257,6,W,1,1,0,0,0,0,0,0,1,2,1,0,4,0,0,0,1,0,66.5,83,0,1
258,6,H,2,0,1,0,0,1,0,1,0,2,1,0,2,0,1,0,0,0,76,82,1,1
259,7,W,1,1,0,0,0,1,0,1,0,2,1,0,3,0,0,1,0,0,82.5,74,1,1
260,6,W,1,1,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,85.5,90.5,1,1
261,8,W,1,1,0,0,0,0,0,1,0,1,1,0,5,0,0,0,0,1,70,57,1,0
262,6,W,1,1,0,0,0,1,0,0,0,1,1,0,5,0,0,0,0,1,76,84.5,1,1
263,6,W,1,1,0,0,0,1,0,0,0,3,1,0,5,0,0,0,0,1,76.5,77.5,1,1
264,6,W,1,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,71.5,81,1,1
265,6,W,1,1,0,0,0,0,0,0,0,4,1,0,5,0,0,0,0,1,70,78,1,1
